time,Lat,Lon,Alt,pressure,temp,humidity
13:05:07,420276422,-936541701,267978,99427,-528,56971
13:05:10,420276427,-936541659,267890,99429,-527,56957
13:05:12,420276375,-936541664,267353,99429,-527,56925
13:05:14,420276375,-936541650,266348,99427,-526,56911
13:05:17,420276356,-936541646,266288,99427,-524,56885
13:05:19,420276361,-936541631,266244,99427,-524,56872
13:05:22,420276372,-936541619,266128,99427,-523,56840
13:05:24,420276363,-936541614,266415,99427,-524,56777
13:05:26,420276356,-936541606,266716,99427,-522,56725
13:05:29,420276344,-936541614,266641,99427,-521,56674
13:05:31,420276344,-936541634,266308,99427,-521,56597
13:05:33,420276343,-936541635,266289,99425,-520,56556
13:05:36,420276340,-936541626,266227,99427,-519,56520
13:05:38,420276335,-936541634,265984,99427,-519,56427
13:05:41,420276320,-936541671,265141,99425,-518,56339
13:05:43,420276302,-936541722,265062,99427,-519,56282
13:05:45,420276306,-936541708,265241,99425,-518,56218
13:05:48,420276286,-936541670,264780,99425,-517,56173
13:05:50,420276375,-936541558,264120,99425,-517,56055
13:05:53,420276459,-936541502,262249,99425,-516,55992
13:05:55,420276424,-936541529,262012,99425,-516,55935
13:05:57,420276421,-936541582,262789,99423,-515,55883
13:06:00,420276398,-936541608,263211,99425,-514,55839
13:06:02,420276385,-936541639,262779,99425,-514,55763
13:06:04,420276411,-936541635,262923,99423,-513,55717
13:06:07,420276436,-936541595,263594,99425,-512,55692
13:06:09,420276422,-936541579,263565,99425,-512,55606
13:06:12,420276459,-936541523,264130,99423,-511,55564
13:06:14,420276472,-936541506,264154,99423,-511,55471
13:06:16,420276460,-936541480,264562,99427,-510,55440
13:06:19,420276439,-936541483,264691,99425,-509,55421
13:06:21,420276439,-936541485,264734,99425,-509,55345
13:06:24,420276421,-936541494,265132,99425,-508,55300
13:06:26,420276399,-936541485,265223,99425,-508,55250
13:06:28,420276369,-936541505,265039,99425,-507,55212
13:06:31,420276312,-936541531,265192,99423,-506,55180
13:06:33,420276290,-936541560,264600,99425,-506,55145
13:06:36,420276280,-936541577,264518,99425,-505,55107
13:06:38,420276278,-936541570,264303,99425,-505,55063
13:06:40,420276268,-936541573,264709,99421,-503,55043
13:06:43,420276263,-936541559,265715,99421,-502,55039
13:06:45,420276259,-936541570,265892,99421,-502,55014
13:06:48,420276255,-936541607,265808,99421,-500,55020
13:06:50,420276260,-936541609,266274,99421,-500,55058
13:06:52,420276265,-936541596,267210,99421,-498,55082
13:06:55,420276264,-936541586,267958,99421,-496,55116
13:06:57,420276261,-936541579,268167,99423,-496,55141
13:07:00,420276250,-936541580,268525,99421,-494,55133
13:07:02,420276252,-936541559,268900,99423,-494,55184
13:07:04,420276232,-936541580,268693,99421,-492,55237
13:07:07,420276235,-936541597,268456,99423,-491,55242
13:07:09,420276230,-936541588,268542,99423,-490,55254
13:07:11,420276203,-936541584,268148,99423,-489,55286
13:07:14,420276246,-936541542,268848,99423,-487,55326
13:07:16,420276234,-936541564,268908,99423,-487,55320
13:07:19,420276183,-936541602,268954,99425,-486,55356
13:07:21,420276191,-936541617,268792,99425,-486,55319
13:07:23,420276174,-936541661,268785,99421,-485,55331
13:07:26,420276180,-936541663,269398,99423,-484,55292
13:07:28,420276176,-936541679,269343,99423,-484,55242
13:07:31,420276189,-936541631,268771,99425,-483,55223
13:07:33,420276293,-936541524,268376,99421,-483,55179
13:07:35,420276301,-936541544,267455,99423,-482,55121
13:07:38,420276359,-936541510,267069,99421,-481,55064
13:07:40,420276378,-936541499,266762,99421,-481,54989
13:07:43,420276396,-936541487,266752,99423,-480,54916
13:07:45,420276395,-936541474,266676,99423,-480,54834
13:07:47,420276394,-936541473,266998,99423,-479,54801
13:07:50,420276400,-936541489,266772,99423,-478,54706
13:07:52,420276413,-936541486,266738,99423,-478,54625
13:07:55,420276379,-936541503,266508,99423,-477,54592
13:07:57,420276363,-936541512,266678,99423,-477,54536
13:07:59,420276352,-936541530,266822,99421,-476,54517
13:08:02,420276365,-936541528,266747,99421,-474,54504
13:08:04,420276387,-936541506,266786,99421,-474,54473
13:08:07,420276428,-936541464,267081,99419,-474,54479
13:08:09,420276478,-936541435,267200,99419,-474,54457
13:08:12,420276490,-936541429,267307,99423,-472,54478
13:08:14,420276488,-936541437,267208,99421,-472,54478
13:08:16,420276471,-936541450,267327,99423,-471,54496
13:08:19,420276438,-936541460,267276,99423,-469,54496
13:08:21,420276429,-936541470,267089,99423,-469,54508
13:08:23,420276426,-936541471,266930,99425,-468,54523
13:08:26,420276410,-936541470,267053,99421,-467,54536
13:08:28,420276365,-936541410,267420,99423,-467,54554
13:08:31,420276383,-936541372,267321,99423,-466,54528
13:08:33,420276399,-936541370,267281,99423,-466,54522
13:08:35,420276396,-936541376,267364,99421,-465,54497
13:08:38,420276374,-936541410,267420,99421,-464,54477
13:08:40,420276350,-936541456,267179,99423,-464,54408
13:08:43,420276315,-936541510,267407,99421,-464,54351
13:08:45,420276306,-936541530,267506,99421,-464,54253
13:08:47,420276295,-936541543,267406,99419,-463,54190
13:08:50,420276282,-936541554,267489,99421,-462,54114
13:08:52,420276278,-936541573,267499,99421,-462,54008
13:08:55,420276257,-936541600,267514,99419,-462,53926
13:08:57,420276246,-936541606,267567,99421,-462,53785
13:08:59,420276243,-936541604,267565,99419,-461,53723
13:09:02,420276217,-936541613,267347,99419,-460,53654
13:09:04,420276212,-936541612,267024,99417,-461,53538
13:09:06,420276205,-936541611,266839,99417,-460,53482
13:09:09,420276177,-936541614,267104,99419,-459,53375
13:09:11,420276159,-936541622,267074,99417,-459,53244
13:09:14,420276145,-936541624,266679,99417,-459,53175
13:09:16,420276161,-936541600,266614,99417,-459,53078
13:09:18,420276168,-936541592,266536,99417,-458,53010
13:09:21,420276156,-936541591,266368,99417,-457,52977
13:09:23,420276153,-936541566,266425,99417,-457,52903
13:09:26,420276141,-936541567,266345,99415,-456,52890
13:09:28,420276151,-936541551,266147,99415,-456,52884
13:09:30,420276152,-936541542,266101,99415,-455,52895
13:09:33,420276155,-936541553,266083,99417,-454,52870
13:09:35,420276148,-936541582,265973,99417,-454,52876
13:09:38,420276115,-936541581,266623,99419,-453,52873
13:09:40,420276041,-936541615,267052,99417,-454,52852
13:09:42,420276003,-936541614,267551,99417,-453,52848
13:09:45,420275950,-936541580,268927,99419,-451,52815
13:09:47,420275907,-936541547,269916,99415,-452,52757
13:09:50,420275836,-936541491,271883,99417,-451,52753
13:09:52,420275801,-936541467,272702,99417,-451,52675
13:09:54,420275794,-936541447,273306,99417,-450,52638
13:09:57,420275828,-936541412,273505,99417,-449,52582
13:09:59,420275828,-936541419,273219,99417,-449,52551
13:10:01,420275838,-936541411,273065,99417,-449,52495
13:10:04,420275858,-936541417,272835,99419,-448,52481
13:10:06,420275877,-936541399,272943,99415,-448,52444
13:10:09,420275880,-936541451,272515,99417,-447,52382
13:10:11,420275879,-936541467,272454,99417,-448,52345
13:10:13,420275873,-936541480,272199,99415,-447,52296
13:10:16,420275872,-936541512,271702,99417,-445,52263
13:10:18,420275871,-936541543,271067,99415,-446,52177
13:10:21,420275873,-936541593,270470,99415,-445,52148
13:10:23,420275876,-936541618,269932,99415,-446,52055
13:10:25,420275887,-936541625,269613,99413,-445,52018
13:10:28,420275904,-936541645,268813,99415,-444,51986
13:10:30,420275924,-936541660,268297,99415,-444,51899
13:10:33,420275944,-936541678,267542,99415,-443,51844
13:10:35,420275958,-936541688,267007,99415,-443,51764
13:10:37,420275970,-936541694,266496,99413,-443,51739
13:10:40,420275974,-936541712,266347,99415,-442,51688
13:10:42,420275935,-936541728,267562,99415,-442,51623
13:10:44,420275857,-936541755,269794,99413,-441,51573
13:10:46,420275795,-936541781,271381,99415,-440,51555
13:10:48,420275783,-936541789,271235,99415,-439,51499
13:10:51,420275785,-936541765,271180,99417,-438,51450
13:10:53,420275793,-936541758,270767,99415,-439,51407
13:10:55,420275728,-936541830,270766,99413,-439,51413
13:10:58,420275743,-936541847,270031,99415,-438,51407
13:11:00,420275747,-936541897,269334,99417,-438,51333
13:11:02,420275713,-936541926,269083,99415,-437,51325
13:11:04,420275715,-936541920,269313,99419,-436,51307
13:11:06,420275749,-936541906,269038,99417,-435,51293
13:11:09,420275793,-936541897,268677,99419,-435,51269
13:11:11,420275824,-936541874,268568,99417,-436,51227
13:11:13,420275846,-936541863,268640,99419,-435,51213
13:11:16,420275876,-936541839,268416,99417,-434,51195
13:11:18,420275896,-936541829,268222,99417,-434,51183
13:11:21,420275911,-936541809,268116,99417,-434,51195
13:11:23,420275919,-936541804,267950,99417,-434,51201
13:11:25,420275927,-936541804,267486,99417,-433,51249
13:11:28,420275878,-936541807,268398,99415,-431,51239
13:11:30,420275858,-936541803,268948,99417,-432,51255
13:11:33,420275838,-936541822,269529,99417,-431,51258
13:11:35,420275807,-936541843,270153,99417,-432,51237
13:11:38,420275729,-936541887,271886,99417,-430,51239
13:11:40,420275695,-936541908,272858,99419,-430,51227
13:11:42,420275690,-936541922,273129,99415,-429,51246
13:11:45,420275671,-936541921,273922,99417,-428,51263
13:11:47,420275637,-936541927,274980,99417,-429,51264
13:11:50,420275576,-936541925,276574,99415,-428,51281
13:11:52,420275553,-936541922,277489,99415,-428,51287
13:11:54,420275569,-936541909,277563,99415,-427,51312
13:11:57,420275579,-936541912,277501,99413,-426,51308
13:11:59,420275602,-936541916,277331,99415,-426,51271
13:12:02,420275617,-936541917,276721,99415,-425,51259
13:12:04,420275627,-936541928,276433,99413,-426,51277
13:12:06,420275623,-936541947,275887,99415,-425,51284
13:12:09,420275632,-936541965,275025,99415,-423,51294
13:12:11,420275615,-936541970,275323,99417,-424,51282
13:12:14,420275629,-936541968,274960,99417,-423,51307
13:12:16,420275651,-936541953,274629,99417,-423,51251
13:12:18,420275655,-936541948,274312,99415,-422,51256
13:12:21,420275669,-936541938,274091,99417,-421,51225
13:12:23,420275679,-936541943,273834,99417,-422,51182
13:12:26,420275681,-936541946,273667,99415,-421,51158
13:12:28,420275691,-936541951,273455,99417,-421,51096
13:12:30,420275701,-936541961,273337,99415,-420,51065
13:12:33,420275713,-936541961,273075,99417,-419,51027
13:12:35,420275717,-936541954,272963,99417,-420,50939
13:12:38,420275727,-936541917,273017,99415,-419,50910
13:12:40,420275724,-936541908,273135,99415,-420,50841
13:12:42,420275729,-936541902,273138,99415,-419,50784
13:12:45,420275731,-936541884,273319,99417,-418,50741
13:12:47,420275703,-936541866,273889,99413,-419,50655
13:12:49,420275688,-936541859,274041,99417,-418,50600
13:12:52,420275661,-936541859,274244,99415,-417,50562
13:12:54,420275666,-936541847,274102,99417,-418,50474
13:12:57,420275685,-936541845,273355,99415,-417,50423
13:12:59,420275681,-936541842,273407,99417,-417,50343
13:13:01,420275688,-936541840,273179,99417,-416,50313
13:13:04,420275709,-936541842,272718,99417,-415,50251
13:13:06,420275743,-936541838,272117,99417,-416,50191
13:13:09,420275765,-936541842,271499,99415,-415,50147
13:13:11,420275783,-936541836,271245,99415,-416,50114
13:13:14,420275841,-936541759,271930,99415,-415,50086
13:13:16,420275854,-936541741,272520,99415,-415,50015
13:13:18,420275867,-936541728,272598,99415,-414,49997
13:13:21,420275867,-936541721,272761,99415,-413,49968
13:13:23,420275855,-936541737,272074,99415,-413,49987
13:13:26,420275850,-936541702,271702,99415,-412,49987
13:13:28,420275891,-936541754,271203,99415,-413,49975
13:13:30,420275900,-936541787,270899,99413,-412,49975
13:13:33,420275938,-936541802,270163,99415,-411,49955
13:13:35,420275974,-936541810,269648,99413,-411,49943
13:13:37,420275992,-936541831,269134,99413,-410,49918
13:13:40,420276037,-936541842,268445,99411,-409,49924
13:13:42,420276058,-936541845,267928,99413,-410,49894
13:13:45,420276087,-936541864,267273,99413,-409,49857
13:13:47,420276117,-936541882,266594,99411,-409,49814
13:13:49,420276141,-936541903,265597,99413,-408,49813
13:13:52,420276179,-936541918,264482,99411,-407,49783
13:13:54,420276196,-936541924,263832,99411,-408,49734
13:13:57,420276214,-936541945,262750,99411,-407,49716
13:13:59,420276224,-936541948,262392,99411,-408,49673
13:14:02,420276220,-936541960,262396,99411,-407,49651
13:14:04,420276211,-936541950,262311,99411,-407,49584
13:14:06,420276206,-936541952,262140,99411,-406,49562
13:14:09,420276191,-936541951,261936,99411,-405,49537
13:14:11,420276199,-936541943,261688,99411,-406,49473
13:14:14,420276215,-936541935,261872,99411,-405,49454
13:14:16,420276232,-936541924,261782,99413,-405,49400
13:14:18,420276238,-936541914,261716,99411,-405,49381
13:14:21,420276249,-936541907,261909,99413,-403,49331
13:14:23,420276264,-936541889,262240,99409,-404,49289
13:14:26,420276283,-936541858,262256,99411,-403,49264
13:14:28,420276289,-936541846,262222,99411,-403,49210
13:14:30,420276295,-936541823,262308,99409,-402,49196
13:14:33,420276322,-936541792,262227,99411,-401,49178
13:14:35,420276343,-936541765,262147,99409,-402,49117
13:14:38,420276361,-936541742,261710,99409,-401,49111
13:14:40,420276374,-936541724,261748,99411,-401,49044
13:14:42,420276369,-936541714,261538,99409,-400,49032
13:14:45,420276370,-936541704,261239,99413,-399,48979
13:14:47,420276369,-936541706,260918,99413,-399,48932
13:14:50,420276368,-936541704,260603,99411,-398,48926
13:14:52,420276367,-936541712,260438,99413,-399,48865
13:14:54,420276368,-936541711,260305,99411,-398,48878
13:14:57,420276368,-936541711,260288,99413,-397,48819
13:14:59,420276378,-936541697,260422,99413,-397,48797
13:15:01,420276375,-936541683,260305,99413,-396,48785
13:15:04,420276378,-936541650,260147,99413,-396,48749
13:15:06,420276383,-936541620,260188,99413,-396,48718
13:15:09,420276393,-936541599,260119,99413,-395,48727
13:15:11,420276397,-936541577,260045,99413,-396,48682
13:15:14,420276386,-936541549,260120,99411,-395,48656
13:15:16,420276377,-936541545,260215,99413,-395,48608
13:15:19,420276362,-936541546,260421,99413,-394,48590
13:15:21,420276348,-936541556,260305,99411,-394,48547
13:15:23,420276339,-936541570,260058,99413,-394,48560
13:15:26,420276337,-936541559,260060,99411,-393,48528
13:15:28,420276321,-936541568,260332,99411,-393,48479
13:15:31,420276322,-936541556,260665,99409,-393,48461
13:15:33,420276328,-936541544,260731,99411,-393,48425
13:15:35,420276334,-936541493,261820,99413,-392,48401
13:15:38,420276351,-936541463,262246,99411,-391,48417
13:15:40,420276349,-936541466,261986,99411,-391,48436
13:15:43,420276358,-936541437,261990,99411,-390,48458
13:15:45,420276361,-936541432,261828,99413,-390,48518
13:15:47,420276369,-936541424,261774,99411,-389,48609
13:15:50,420276369,-936541403,261967,99411,-388,48690
13:15:52,420276361,-936541407,262037,99411,-388,48787
13:15:55,420276347,-936541390,262209,99411,-387,48835
13:15:57,420276342,-936541346,262613,99409,-388,48914
13:15:59,420276346,-936541332,262569,99411,-386,48941
13:16:02,420276363,-936541292,262988,99407,-385,48983
13:16:04,420276373,-936541277,263336,99409,-385,49008
13:16:07,420276381,-936541263,263609,99411,-384,49043
13:16:09,420276401,-936541256,264074,99411,-385,49044
13:16:11,420276406,-936541252,264253,99409,-383,49096
13:16:14,420276411,-936541254,265091,99409,-382,49125
13:16:16,420276397,-936541276,265022,99409,-382,49198
13:16:19,420276388,-936541321,264497,99413,-381,49262
13:16:21,420276394,-936541329,264547,99407,-382,49311
13:16:23,420276399,-936541331,264709,99411,-381,49384
13:16:26,420276413,-936541373,263545,99411,-380,49445
13:16:28,420276431,-936541421,262641,99411,-380,49408
13:16:30,420276455,-936541416,262976,99411,-379,49472
13:16:33,420276495,-936541401,263814,99411,-378,49490
13:16:35,420276503,-936541398,263997,99411,-378,49508
13:16:38,420276520,-936541393,264373,99411,-377,49555
13:16:40,420276522,-936541384,264312,99411,-378,49575
13:16:42,420276534,-936541383,264307,99411,-377,49592
13:16:45,420276529,-936541396,263844,99411,-376,49568
13:16:47,420276534,-936541399,263641,99413,-377,49580
13:16:50,420276554,-936541392,263931,99411,-376,49568
13:16:52,420276560,-936541389,263890,99411,-377,49489
13:16:54,420276557,-936541395,263671,99413,-376,49440
13:16:57,420276556,-936541397,263652,99413,-375,49420
13:16:59,420276553,-936541413,263473,99413,-375,49347
13:17:02,420276520,-936541436,263190,99411,-374,49323
13:17:04,420276506,-936541450,262955,99411,-375,49274
13:17:06,420276486,-936541461,262719,99411,-374,49304
13:17:09,420276462,-936541467,262663,99411,-373,49315
13:17:11,420276450,-936541467,262500,99413,-373,49291
13:17:14,420276441,-936541477,262182,99411,-373,49273
13:17:16,420276426,-936541482,261941,99411,-373,49230
13:17:18,420276426,-936541478,262011,99409,-372,49224
13:17:21,420276427,-936541455,262655,99411,-371,49174
13:17:23,420276426,-936541457,262710,99409,-372,49115
13:17:26,420276410,-936541440,262523,99411,-372,49108
13:17:28,420276404,-936541438,262470,99409,-372,49139
13:17:30,420276399,-936541439,262407,99409,-371,49162
13:17:33,420276378,-936541449,262205,99407,-370,49180
13:17:35,420276382,-936541453,262299,99409,-371,49241
13:17:38,420276346,-936541455,262424,99409,-370,49324
13:17:40,420276335,-936541458,262920,99409,-371,49378
13:17:42,420276313,-936541453,263353,99409,-370,49451
13:17:45,420276312,-936541440,264294,99407,-368,49521
13:17:47,420276322,-936541418,265245,99407,-369,49592
13:17:50,420276304,-936541398,266837,99409,-368,49624
13:17:52,420276298,-936541379,267780,99409,-368,49685
13:17:54,420276292,-936541348,268973,99407,-367,49692
13:17:57,420276269,-936541332,270776,99409,-366,49750
13:17:59,420276260,-936541321,271776,99407,-367,49784
13:18:02,420276238,-936541297,273465,99407,-366,49780
13:18:04,420276214,-936541289,274231,99409,-366,49798
13:18:06,420276194,-936541280,275198,99407,-365,49835
13:18:09,420276180,-936541269,276232,99409,-364,49833
13:18:11,420276182,-936541260,276475,99407,-365,49859
13:18:14,420276171,-936541258,276862,99407,-364,49864
13:18:16,420276167,-936541250,277465,99407,-364,49833
13:18:18,420276177,-936541254,277679,99407,-364,49797
13:18:21,420276194,-936541211,279374,99411,-363,49791
13:18:23,420276200,-936541187,280749,99407,-363,49711
13:18:26,420276205,-936541174,281192,99411,-362,49698
13:18:28,420276206,-936541129,282619,99407,-363,49645
13:18:30,420276220,-936541079,284228,99411,-362,49588
13:18:33,420276212,-936541043,285896,99409,-361,49564
13:18:35,420276221,-936540995,287435,99409,-362,49509
13:18:38,420276213,-936540962,288953,99411,-361,49426
13:18:40,420276208,-936540943,289750,99411,-362,49371
13:18:42,420276196,-936540919,290509,99413,-361,49341
13:18:45,420276185,-936540890,291504,99411,-360,49322
13:18:48,420276220,-936540860,292424,99411,-360,49298
13:18:50,420276193,-936540853,293033,99411,-361,49317
13:18:53,420276188,-936540772,296406,99411,-360,49317
13:18:55,420276173,-936540766,296882,99411,-360,49335
13:18:58,420276167,-936540693,300195,99409,-359,49341
13:19:00,420276172,-936540643,302361,99411,-360,49292
13:19:02,420276143,-936540606,304422,99411,-359,49244
13:19:05,420276131,-936540552,306364,99411,-358,49207
13:19:07,420276131,-936540512,307614,99411,-358,49134
13:19:10,420276163,-936540475,307673,99409,-358,49098
13:19:12,420276186,-936540444,307772,99411,-358,48997
13:19:14,420276170,-936540456,307650,99413,-357,48935
13:19:17,420276141,-936540481,306865,99411,-357,48868
13:19:19,420276135,-936540507,305933,99413,-357,48795
13:19:22,420276121,-936540566,303453,99411,-356,48722
13:19:24,420276142,-936540601,301917,99413,-357,48650
13:19:26,420276150,-936540623,300808,99411,-356,48573
13:19:29,420276142,-936540673,298811,99411,-355,48570
13:19:31,420276148,-936540708,297233,99413,-355,48451
13:19:33,420276140,-936540743,295533,99411,-354,48408
13:19:36,420276137,-936540801,293101,99413,-354,48348
13:19:38,420276148,-936540831,291801,99411,-354,48269
13:19:41,420276168,-936540882,289382,99413,-354,48227
13:19:43,420276159,-936540928,287593,99411,-354,48136
13:19:45,420276171,-936540966,286069,99413,-353,48062
13:19:48,420276215,-936541013,283582,99411,-352,48008
13:19:50,420276249,-936541052,282018,99411,-353,47938
13:19:53,420276272,-936541098,280385,99411,-352,47890
13:19:55,420276309,-936541118,279549,99411,-353,47830
13:19:57,420276341,-936541137,278896,99411,-352,47818
13:20:00,420276349,-936541158,277642,99409,-351,47823
13:20:02,420276343,-936541188,276762,99411,-351,47842
13:20:05,420276333,-936541222,275681,99411,-350,47835
13:20:07,420276341,-936541230,275295,99411,-350,47842
13:20:09,420276342,-936541241,274996,99411,-349,47857
13:20:12,420276335,-936541252,274473,99411,-348,47868
13:20:14,420276331,-936541266,274140,99411,-349,47842
13:20:17,420276314,-936541277,274049,99413,-348,47844
13:20:19,420276327,-936541265,274319,99411,-349,47823
13:20:21,420276336,-936541247,275072,99413,-348,47790
13:20:24,420276328,-936541261,274970,99411,-347,47735
13:20:26,420276307,-936541271,274640,99413,-347,47701
13:20:29,420276308,-936541273,275445,99411,-347,47647
13:20:31,420276311,-936541299,275468,99413,-347,47581
13:20:33,420276308,-936541301,276278,99413,-346,47550
13:20:36,420276350,-936541235,276954,99413,-345,47507
13:20:38,420276350,-936541242,276375,99415,-346,47435
13:20:40,420276382,-936541219,276475,99415,-345,47405
13:20:43,420276402,-936541192,276756,99413,-344,47362
13:20:45,420276427,-936541172,276857,99415,-345,47291
13:20:48,420276437,-936541181,275952,99413,-345,47243
13:20:50,420276438,-936541190,275397,99415,-345,47203
13:20:52,420276446,-936541193,274699,99415,-345,47149
13:20:55,420276443,-936541172,274267,99419,-344,47110
13:20:57,420276437,-936541174,274153,99413,-345,47059
13:21:00,420276431,-936541189,273561,99417,-344,47022
13:21:02,420276436,-936541180,273357,99413,-344,46932
13:21:04,420276444,-936541168,273432,99417,-344,46932
13:21:07,420276462,-936541102,274808,99417,-343,46938
13:21:09,420276442,-936541092,275279,99417,-343,46860
13:21:12,420276424,-936541071,276019,99415,-343,46872
13:21:14,420276413,-936541025,277284,99417,-343,46842
13:21:16,420276421,-936540969,278444,99419,-342,46840
13:21:19,420276401,-936540894,280115,99417,-341,46840
13:21:21,420276371,-936540869,280983,99417,-342,46822
13:21:24,420276339,-936540824,282230,99417,-341,46834
13:21:26,420276321,-936540836,282287,99417,-341,46816
13:21:28,420276304,-936540839,282702,99419,-341,46822
13:21:31,420276299,-936540808,283711,99419,-340,46858
13:21:33,420276300,-936540805,283846,99419,-340,46858
13:21:35,420276289,-936540833,283015,99419,-340,46876
13:21:38,420276291,-936540829,283540,99419,-339,46879
13:21:40,420276283,-936540822,283791,99417,-339,46837
13:21:43,420276258,-936540801,283850,99419,-339,46849
13:21:45,420276241,-936540788,283823,99417,-339,46825
13:21:47,420276213,-936540800,283540,99419,-338,46873
13:21:50,420276206,-936540797,284118,99417,-337,46907
13:21:52,420276209,-936540807,284071,99419,-338,47010
13:21:55,420276211,-936540836,283963,99417,-337,47079
13:21:57,420276212,-936540852,284106,99417,-339,47188
13:21:59,420276230,-936540847,284656,99419,-338,47260
13:22:02,420276213,-936540883,284169,99417,-337,47359
13:22:04,420276207,-936540898,284188,99419,-338,47428
13:22:07,420276216,-936540898,284422,99419,-338,47510
13:22:09,420276230,-936540894,284404,99419,-339,47619
13:22:11,420276259,-936540896,284069,99421,-338,47697
13:22:14,420276292,-936540891,283654,99419,-337,47802
13:22:16,420276322,-936540906,282774,99421,-338,47906
13:22:19,420276332,-936540961,280909,99419,-337,48025
13:22:21,420276333,-936540980,280109,99421,-338,48075
13:22:24,420276332,-936540956,280370,99419,-337,48143
13:22:26,420276346,-936540927,280920,99421,-338,48195
13:22:28,420276380,-936540893,281359,99421,-337,48246
13:22:31,420276393,-936540842,281998,99421,-336,48270
13:22:33,420276415,-936540792,282913,99421,-337,48270
13:22:36,420276424,-936540732,283918,99421,-336,48264
13:22:38,420276477,-936540714,282905,99421,-336,48210
13:22:40,420276492,-936540750,281794,99421,-336,48179
13:22:43,420276510,-936540794,280058,99421,-335,48149
13:22:45,420276520,-936540835,278307,99419,-335,48077
13:22:48,420276505,-936540900,276663,99421,-335,48046
13:22:50,420276487,-936540932,276083,99419,-335,48010
13:22:52,420276460,-936540950,276012,99421,-334,48022
13:22:55,420276408,-936540985,276215,99421,-334,48022
13:22:57,420276385,-936541015,276165,99421,-334,48004
13:22:59,420276359,-936541038,276460,99423,-333,48063
13:23:02,420276315,-936541045,277662,99421,-332,48099
13:23:04,420276303,-936541043,278383,99423,-333,48124
13:23:07,420276281,-936541046,279339,99425,-331,48204
13:23:09,420276272,-936541057,280025,99423,-332,48296
13:23:11,420276240,-936541114,280001,99423,-331,48353
13:23:14,420276240,-936541146,280283,99425,-330,48420
13:23:16,420276233,-936541156,280786,99423,-330,48426
13:23:19,420276209,-936541231,280452,99425,-329,48474
13:23:21,420276203,-936541244,280488,99425,-330,48486
13:23:23,420276192,-936541258,280458,99425,-329,48510
13:23:26,420276183,-936541266,280237,99423,-328,48491
13:23:28,420276214,-936541261,279936,99425,-328,48430
13:23:31,420276212,-936541259,279726,99427,-328,48406
13:23:33,420276226,-936541263,279193,99425,-328,48333
13:23:35,420276216,-936541264,279119,99427,-328,48297
13:23:38,420276216,-936541293,278409,99427,-327,48249
13:23:40,420276218,-936541309,278050,99427,-327,48148
13:23:43,420276254,-936541320,277930,99427,-327,48064
13:23:45,420276194,-936541390,277084,99429,-327,47973
13:23:47,420276197,-936541394,277161,99427,-326,47912
13:23:50,420276191,-936541409,277291,99433,-326,47869
13:23:52,420276186,-936541406,277511,99429,-326,47761
13:23:54,420276196,-936541395,277890,99433,-326,47707
13:23:57,420276197,-936541387,278750,99433,-325,47625
13:23:59,420276187,-936541393,279021,99433,-326,47504
13:24:02,420276204,-936541402,278602,99433,-325,47438
13:24:04,420276229,-936541387,278786,99429,-326,47348
13:24:06,420276252,-936541371,278968,99435,-325,47302
13:24:09,420276272,-936541379,277851,99433,-325,47224
13:24:11,420276283,-936541387,277128,99435,-326,47152
13:24:14,420276264,-936541432,275420,99435,-325,47068
13:24:16,420276278,-936541442,274421,99431,-326,47008
13:24:18,420276274,-936541452,274128,99435,-326,46957
13:24:21,420276279,-936541467,273501,99435,-325,46915
13:24:23,420276274,-936541480,272593,99435,-325,46855
13:24:26,420276300,-936541460,271700,99435,-325,46849
13:24:28,420276316,-936541452,271796,99435,-325,46765
13:24:30,420276316,-936541453,271603,99435,-324,46751
13:24:33,420276319,-936541453,270804,99437,-324,46721
13:24:35,420276321,-936541452,270536,99437,-324,46673
13:24:38,420276326,-936541456,270286,99437,-324,46632
13:24:40,420276325,-936541455,270577,99435,-324,46572
13:24:42,420276322,-936541443,271122,99437,-324,46524
13:24:45,420276334,-936541438,271498,99435,-323,46506
13:24:47,420276339,-936541450,271387,99435,-324,46443
13:24:50,420276397,-936541395,272402,99435,-323,46419
13:24:52,420276401,-936541400,272728,99435,-323,46341
13:24:54,420276403,-936541406,272890,99435,-322,46379
13:24:57,420276393,-936541430,272881,99435,-322,46379
13:24:59,420276392,-936541422,273231,99437,-322,46343
13:25:02,420276373,-936541407,273781,99435,-321,46349
13:25:04,420276361,-936541397,274542,99437,-322,46361
13:25:06,420276359,-936541398,274869,99435,-321,46361
13:25:09,420276359,-936541382,275519,99435,-320,46337
13:25:11,420276362,-936541382,275683,99433,-321,46315
13:25:14,420276357,-936541388,275832,99435,-320,46291
13:25:16,420276343,-936541402,275978,99433,-321,46291
13:25:18,420276326,-936541404,276571,99435,-320,46319
13:25:21,420276294,-936541389,278857,99437,-319,46337
13:25:23,420276279,-936541391,280545,99435,-319,46367
13:25:26,420276305,-936541380,283192,99435,-318,46439
13:25:28,420276292,-936541355,284921,99435,-319,46481
13:25:30,420276295,-936541320,285363,99435,-318,46532
13:25:33,420276318,-936541274,285593,99435,-317,46555
13:25:35,420276334,-936541263,285555,99435,-317,46584
13:25:37,420276330,-936541262,285637,99433,-317,46626
13:25:40,420276322,-936541270,285574,99435,-316,46633
13:25:42,420276323,-936541281,285622,99437,-316,46626
